-0.021265429	0.013396071	0.0183341	-0.062577344	-0.0139751695	-0.03134336	0.0016592259	0.031043781	0.026576502	0.05594893	-0.028450204	-0.022431467	0.038525857	0.01947694	-0.04461798	0.093868785
-0.03097213	0.028870812	0.039173648	-0.03902433	-0.01990419	-0.0019559145	0.039961826	-0.030741282	0.006475673	0.027205572	-0.008824406	0.047962796	0.076461025	0.00903236	-0.05794147	0.16888824
-0.026644744	-0.03371328	0.08373914	-0.056285206	-0.016087998	0.014694009	-0.028369283	0.028581144	-0.013077812	-0.03401315	0.0020118547	0.061888218	0.06735017	0.0068448666	-0.01983584	0.15371732
0.02874397	-0.043074843	0.10724155	-0.06941511	-0.06312595	0.005214428	-0.033421192	-0.013801135	0.032343283	0.038829807	-0.005217895	0.038561407	0.020358702	-0.015416851	-0.04740014	0.15164696
0.07064399	-0.042866435	0.011065341	-0.06811112	0.05750714	-0.015925309	-0.027142514	0.0018214949	0.07137601	-0.044601534	-0.0143746985	0.04069913	0.036865596	-0.012832877	0.014110584	0.094774224
-0.027185744	0.03583857	0.16130362	0.032093693	-0.0024418323	0.0024345773	-0.029833348	0.020398077	0.013975631	0.00048756466	0.041307535	0.00026342247	0.03297182	0.055088438	0.020227537	0.17643252
0.025848486	-0.02005323	-0.015464612	0.00043876196	-0.08733057	0.013087644	0.023145368	0.0044007595	-0.013736638	0.015761597	0.034800548	0.01169634	0.020310368	-0.03271021	-0.0050771916	0.1329977
0.013814169	0.06621266	0.07466139	-0.030687293	-0.024691837	-0.02590547	-0.0062935315	0.032911062	-0.022799183	0.025052479	-0.029779807	0.057791326	0.00020022206	-0.012360251	-0.015142163	0.17106599
0.026310643	-0.015410542	0.037690304	-0.073349684	-0.049216058	0.012190429	-0.00051307416	0.069774486	0.031102411	-0.007100548	0.07614126	-0.027233263	0.08554285	0.00843957	-0.027393783	0.16360487
-0.033245232	-0.080099225	0.02209713	-0.011662741	-0.003602428	-0.008440974	-0.015777143	-0.0052857744	-0.014669768	-0.052849755	0.05420644	0.020204328	-0.0012740805	0.016322887	-0.07227286	0.086727954
-0.082258455	0.061446317	-0.10251285	-0.056427475	-0.004618727	-0.0499959	0.020072887	-0.11071202	0.045841	-0.034899868	-0.036798473	-0.01737952	0.04094523	0.04694601	0.024811907	0.14318357
-0.015516009	0.007550636	0.02442716	-0.032071564	-0.0034069845	-0.09489118	0.06022227	-0.029102921	0.07119324	-0.025883794	0.056999527	-0.020766737	0.12938102	0.016694814	-0.018767621	0.09629179
0.021216815	0.04853871	0.0002482761	-0.13734223	-0.051162712	-0.035635006	0.038656335	0.035423964	-0.040274285	-0.003977715	-0.010551276	-0.029888975	0.04908639	0.026342511	-0.062710665	0.051907223
0.070672505	0.057534203	0.019699857	0.052210774	0.0004302104	-0.09786309	0.019210273	-0.05794495	0.053027045	0.020723857	0.07052691	0.008973756	-0.02088644	-0.048890315	-0.037183322	0.09029152
